"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2090","111","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","27","NA","27","0","0","27","NA","0","0","0","27","27","0","27","0","27","0","0","27","0","0","27","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m095.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","27","27","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","159290","NA","156790","49853","49853","155980","NA","NA","NA","3310","156592","156593","NA","155979","3365","159290","49845","13918","NA","NA","3310","155976","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2169","105","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","28","NA","28","0","0","28","NA","0","0","0","28","28","0","28","0","28","0","0","28","0","0","28","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image10.i.indoor.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","28","28","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","163047","NA","160547","49853","49853","159743","NA","NA","NA","3310","160350","160350","NA","159743","3365","163047","49845","13918","NA","NA","3310","159740","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2219","278","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","29","NA","29","0","0","29","NA","0","0","0","29","29","0","29","0","29","0","0","29","0","0","29","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","055.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","29","29","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","166979","NA","164478","49853","49853","163500","NA","NA","NA","3310","164281","164281","NA","163500","3365","166979","49845","13918","NA","NA","3310","163497","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2038","131","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","30","NA","30","0","0","30","NA","0","0","0","30","30","0","30","0","30","0","0","30","0","0","30","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m069.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","30","30","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","170745","NA","168245","49853","49853","167415","NA","NA","NA","3310","168048","168048","NA","167415","3365","170745","49845","13918","NA","NA","3310","167412","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2312","488","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","31","NA","31","0","0","31","NA","0","0","0","31","31","0","31","0","31","0","0","31","0","0","31","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","050.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","31","31","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","174869","NA","172369","49853","49853","171183","NA","NA","NA","3310","172172","172172","NA","171183","3365","174869","49845","13918","NA","NA","3310","171180","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2412","2","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","32","NA","32","0","0","32","NA","0","0","0","32","32","0","32","0","32","0","0","32","0","0","32","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","071.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","32","32","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","178501","NA","176000","49853","49853","175301","NA","NA","NA","3310","175804","175804","NA","175300","3365","178501","49845","13918","NA","NA","3310","175297","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2359","392","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","33","NA","33","0","0","33","NA","0","0","0","33","33","0","33","0","33","0","0","33","0","0","33","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f042.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","33","33","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","182535","NA","180035","49853","49853","178945","NA","NA","NA","3310","179838","179838","NA","178944","3365","182535","49845","13918","NA","NA","3310","178941","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2019","446","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","34","NA","34","0","0","34","NA","0","0","0","34","34","0","34","0","34","0","0","34","0","0","34","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m059.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","34","34","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","186615","NA","184114","49853","49853","182970","NA","NA","NA","3310","183917","183917","NA","182970","3365","186615","49845","13918","NA","NA","3310","182967","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2352","229","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","35","NA","35","0","0","35","NA","0","0","0","35","35","0","35","0","35","0","0","35","0","0","35","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","040.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","35","35","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","190496","NA","187996","49853","49853","187067","NA","NA","NA","3310","187799","187799","NA","187066","3365","190497","49845","13918","NA","NA","3310","187063","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2217","148","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","36","NA","36","0","0","36","NA","0","0","0","36","36","0","36","0","36","0","0","36","0","0","36","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image4.i.indoor.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","36","36","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","194279","NA","191779","49853","49853","190931","NA","NA","NA","3310","191582","191582","NA","190930","3365","194279","49845","13918","NA","NA","3310","190927","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2118","170","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","37","NA","37","0","0","37","NA","0","0","0","37","37","0","37","0","37","0","0","37","0","0","37","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m013.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","37","37","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","198105","NA","195605","49853","49853","194737","NA","NA","NA","3310","195408","195408","NA","194736","3365","198105","49845","13918","NA","NA","3310","194733","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2076","390","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","38","NA","38","0","0","38","NA","0","0","0","38","38","0","38","0","38","0","0","38","0","0","38","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","018.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","38","38","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","202145","NA","199645","49853","49853","198557","NA","NA","NA","3310","199448","199448","NA","198556","3365","202145","49845","13918","NA","NA","3310","198553","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2049","88","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","39","NA","39","0","0","39","NA","0","0","0","39","39","0","39","0","39","0","0","39","0","0","39","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","014.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","39","39","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","205880","NA","203380","49853","49853","202593","NA","NA","NA","3310","203183","203183","NA","202593","3365","205880","49845","13918","NA","NA","3310","202589","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2108","190","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","40","NA","40","0","0","40","NA","0","0","0","40","40","0","40","0","40","0","0","40","0","0","40","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","043.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","40","40","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","209707","NA","207207","49853","49853","206319","NA","NA","NA","3310","207010","207010","NA","206319","3365","209707","49845","13918","NA","NA","3310","206316","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2356","414","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","41","NA","41","0","0","41","NA","0","0","0","41","41","0","41","0","41","0","0","41","0","0","41","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","images5.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","41","41","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","213763","NA","211263","49853","49853","210150","NA","NA","NA","3310","211065","211065","NA","210150","3365","213763","49845","13918","NA","NA","3310","210147","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2172","209","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","42","NA","42","0","0","42","NA","0","0","0","42","42","0","42","0","42","0","0","42","0","0","42","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m100.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","42","42","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","NA","35881","NA","10549","35881","NA","2","legacy","","1024","2","48000","-16","experiment","0","even","no","217610","NA","215110","49853","49853","214203","NA","NA","NA","3310","214913","214913","NA","214203","3365","217610","49845","13918","NA","NA","3310","214200","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
